CATEGORY	TOKENS	NUM_WORDS	NUM_CAPITALS	NUM_PUNCTUATIONS
b	US Navy SEALs board tanker hijacked in Libya - Pentagon	10	9	1
e	Former TV exec Garth Ancier sues former male model who accused him of sex ...	15	5	3
e	Starbucks Will Soon Sell Booze In Thousands Of Stores	9	9	0
b	UPDATE 1-Most NYC listings on Airbnb could be illegal -Attorney General	11	13	2
b	US STOCKS-Wall St gains on Yellen comments and Yahoo ; BofA falls	12	14	2
b	US STOCKS SNAPSHOT-S & P 500 ends at record high ; housing , HP help	15	20	4
b	Spanish consumer prices fall at fastest pace since October 2009	10	2	0
m	Insider Notes on Marijuana 's Huge Federal Victory	8	6	1
b	Food scare driving away Yum , McDonald 's diners in China	11	5	2
b	Europe Stocks Rise After Fourth Quarterly Gain With BNP	9	11	0
t	Watch 13 BILLION years of cosmic evolution in 3 minutes : First ever realistic ...	15	9	4
b	Dollar gains on outlook for hawkish Fed , strong US data	11	4	1
b	National Australia Profit Climbs to Record as Bad Debts Fall ( 3 )	13	8	2
b	UPDATE 2-UK 's Labour call for inquiry into Pfizer 's AstraZeneca bid	12	12	3
e	22 Jump Street tops weekend box office at $ 60M ... achieving second best ...	15	3	7
e	Game Of Thrones sees Danaerys takes on another slave city	10	4	0
e	UPDATE 3-Mickey Rooney , versatile actor and master showman , dies at 93	13	8	3
b	GLOBAL MARKETS-World stocks hold at all-time high after bumper week	10	14	2
e	Ryan Murphy On Making 'The Normal Heart , ' Choreographing Sex Scenes And ...	14	11	6
e	Is the force strong with you ? JJ Abrams announces $ 10 lottery to appear in the ...	18	4	5
e	Shaun White Gave One Teen At Mount Saint Joseph Prom The Surprise Of A ...	15	14	3
t	Fruit flies 'think ' before they make 'tough ' decision , research suggests	13	1	5
e	UPDATE 1-NY 's Met Opera , unions extend talks for 72 hours , lockout delayed	15	10	4
b	UPDATE 3-American Apparel strikes deal with largest shareholders	8	8	1
b	Here Are Seven Ways Argentine Debt Crisis Could Get Fixed	10	10	0
e	Star Wars : Episode VII to begin filming in May in London while casting remains ...	16	8	4
b	UPDATE 4-Hedge fund settles US SEC case over whistleblower retaliation	10	12	1
e	New Michael Jackson Album , 'XSCAPE , ' Coming Five Years After His Death	14	16	4
t	Classic-style car that could replace Central Park 's horse and carriage rides is ...	14	3	5
t	Watch Baby Loggerhead Sea Turtles Hatch On Florida Keys Webcam	10	10	0
b	UPDATE 2-China June consumer inflation cools , more stimulus expected	10	8	2
e	The first lady 's office says she 'll appear on the May 7 episode of the ABC country ...	19	5	5
b	DIARY - Emerging Markets Economic Events to April 25	9	10	1
e	Jennifer Lopez shows off fabulous figure in an elaborate sequined pencil dress ...	13	2	3
b	WRAPUP 2-Bullish consumers , rising home prices brighten US growth picture	11	9	2
b	FOREX-Yen , Swiss franc rise on Iraq concerns , pound at 5-yr high vs dollar	15	8	4
t	UPDATE 1-BlackBerry buffs up security credentials with Secusmart deal	9	9	1
e	Billy Dee Williams puts in wooden performance in Star Wars theme in DWTS	13	9	0
b	US STOCKS SNAPSHOT-Factory data lifts S & P 500 to record close	12	19	2
t	To snap a thief : App takes 'theftie ' photos and emails your phone 's location to ...	18	2	7
b	Turkish assets unsettled as Twitter ban raises political tension	9	2	0
b	Asiana Crash Debate Goes Beyond Pilots to Automation	8	7	0
b	China 's JD.com IPO raises $ 1.78 billion , augurs well for Alibaba	13	7	5
b	US STOCKS-Futures retreat as growth concerns weigh	7	9	1
b	UPDATE 2-Honda profit beats estimates but US sales dented	9	9	1
b	Euro Out-Doves Japan Breaching 200-Day Average	6	7	2
b	FOREX-Euro , pound tread water before German Ifo , Carney testimony	11	9	3
e	'Most fans are just wonderful ! ' Angelina Jolie insists she will NOT beef up ...	16	6	6
t	The female bald eagle in the nest previously fought off a raccoon that tried to raid ...	17	1	3
m	This Chart Makes Clear The Relationship Between Drowsy Driving And ...	11	10	3
b	Hardcore Capitalists Warn That Climate Change Is A Big Deal For American ...	13	12	3
b	US Index Futures Little Changed Before Earnings Season	8	9	0
b	Supreme Court Mostly Upholds Climate Change Rules	7	7	0
m	Olive Oil And Veggies May Combine To Lower Blood Pressure	10	10	0
b	German Stocks Rise After Two-Week Rally as Sky Deutschland Gains	10	10	1
b	GLOBAL MARKETS-World equities fall on valuation fears , bonds steady	10	14	2
b	PRECIOUS-Gold falls for 2nd session , US growth optimism weighs	10	11	2
t	UPDATE 1-'Easter Dragon ' makes delivery to International Space Station	10	11	3
b	India cbank chief says rupee gains to 45-50/dlr would hit exports	11	1	2
e	WILLIAM TO OPEN NEW WW1 GALLERIES	6	27	0
b	Citigroup , Everbright , Rajaratnam , Libya : Compliance	9	5	4
m	Innovative Prosthetic Arm From Segway Inventor Cleared by US	9	9	0
b	AIRSHOW-US clears F-35 for limited flights , no decision on UK air show	13	12	3
e	Beyoncé beats Obama , Miley and the Pope to land the cover of Time 's '100 Most ...	18	6	6
b	China City Warns About Tap Water After Benzene Level Spikes ( 1 )	13	10	2
e	Rap Genius ' Mahbod Moghadam Resigns After Shocking Annotations On Killer 's ...	13	10	5
e	Bachelor star Juan Pablo Galavis blames poor English for mocking the mentally ...	13	5	3
b	Ukrainian president proposes truce to push peace plan	8	1	0
e	Kim Kardashian displays slender figure as she and Kanye West leave LA	12	6	0
e	Adele drops biggest hint yet she is to release a third album imminently	13	1	0
b	CORRECTED-Euro zone peripheral bond yields near multi-yr lows before ...	10	10	5
b	Swiss Antitrust Regulator Probes Eight Banks Over Alleged FX-Rigging	9	11	1
b	UPDATE 3-Fiat Chrysler shares tumble on strategic plan doubts	9	8	1
e	How Amazon Can Turn Fire TV Into a Blockbuster	9	9	0
b	Draghi 's Euro Patience Snaps as ECB Officials Threaten Response	10	10	1
b	Burger King to Gays : Have We Got a Burger for You	12	8	1
b	Buffett Says His Successor at Berkshire Should Get Stock Options	10	9	0
e	'Game Of Thrones ' Director Alex Graves On That HUGE Twist , What 's Next , And ...	18	16	8
e	Belle Knox , Duke Porn Star , Talks 'The View ' : I Have A Friend In Whoopi Goldberg	19	15	5
e	Aereo Arguments at Supreme Court Put Cloud Tech in Hot Seat ( 1 )	14	9	2
e	Aereo 's Legal Battles Rest on the Meaning of 'Public Performance '	12	7	3
b	Amazon 's Spending Rises as Revenue Exceeds Estimates	8	6	1
t	UPDATE 1-Lenovo expects IBM , Mobility deals to be completed by year end	13	11	2
b	US STOCKS-S & P 500 , Nasdaq end up as Fed in no rush to raise rates	17	12	3
b	EU Commission approves UK 's Carphone , Dixons merger	9	7	2
e	On 'Tonight Show ' , Chris Christie shows off dance moves , deadpans on ...	15	5	7
t	UPDATE 1-Scores arrested in global sweep over 'BlackShades ' malicious software	11	9	3
b	UPDATE 2-Weaker inflation could prompt broad ECB asset-buying -Draghi	9	11	3
b	UPDATE 2-ECB models trillion euro asset purchase programme - newspaper	10	9	2
e	Rolf Harris faces being stripped of honours awarded by the Queen in Britain and ...	15	4	3
b	Fed Will Raise Rates Faster Than Investors Bet , Survey Shows	11	10	1
b	The Best Monetary Policy Is Strict Financial Regulation	8	8	0
t	A Tablet Too Late : Microsoft 's New Surface Greets a Slowing Market	13	10	2
b	REFILE-FOREX-Dollar subdued after jobs data , euro wary of ECB stimulus	11	15	3
t	Microsoft 's Bing follows in Google 's footsteps and starts removing links under the ...	15	3	5
m	FDA approves Spectrum Pharma 's blood cancer drug	8	5	1
b	GRAINS-Corn , soybeans rebound from multimonth lows , wheat mixed	10	7	3
t	Facebook ` Communicated Poorly ' : Sandberg	7	4	3
b	UPDATE 1-Forbes sells control of media business to Hong Kong group	11	9	1
b	Candy Crush Brings Inflated IPO Market Back To Earth	9	11	0
e	'Sons Of Guns ' Star Will Hayden Charged With Aggravated Rape Of 12-Year-Old	13	13	4
b	Treasuries Drop on Jobs Raising Yield to Most in 2 Months	11	7	0
b	Botox Maker Allergan Is Targeted by Valeant , Ackman 's Pershing	11	8	2
b	The stock market is inching higher at midday after three days of declines .	14	1	1
m	Baby Safety Gates Send Nearly 2000 U.S . Kids To The ER ( STUDY )	15	17	4
b	The FTC Wants Data Brokers to Share What They Know	10	11	0
t	General Motors Sued in California Over Ignition Switch ( 1 )	11	7	2
e	US justices show little support for Aereo TV in copyright fight	11	5	0
b	Vietnam index plummets about 6 pct on South China sea dispute	11	3	0
m	Rising inequality here to stay , OECD says	8	5	1
e	Spotify hits 40m users as Apple finalises Beats deal	9	3	0
b	Canadian Stocks Rise to Record Amid Optimism on Interest Rates	10	8	0
e	Not ANOTHER girl ! Hilarious moment a six-year-old boy learns he 's getting a ...	15	9	7
b	IAC Said to Buy More Tinder Shares at $ 5 Billion Valuation	12	10	1
b	Citigroup Said Close to $ 7 Billion Mortgage Settlement	9	6	1
b	World Trade Center tower may shift to private financing	9	3	0
b	Alibaba Chairman CEO Jack Ma 's Letter to Employees Before IPO	11	13	1
b	Draghi Convenes Retreat as ECB Contemplates New Horizon	8	9	0
b	GLOBAL MARKETS-Valuation fears drag down world equities , Wall St ; bonds gain	13	16	3
t	'The Daily Show ' Nails Exactly What 's Wrong With Google Glass	12	10	3
t	Sprint to pay $ 7.5 mln in record US settlement for unwanted calls	13	3	2
b	UPDATE 1-Russia 's Lavrov says South Stream timelines on track	10	10	2
b	UPDATE 2-China factory activity hits multi-month highs , economy steadying	10	7	3
b	Bulgaria 's Corpbank sees dollar bond plunge after run on bank	11	2	1
b	UPDATE 10-Oil steadies after big drop on easing supply fears	10	7	1
t	Google starts removing search results : Tech giant now warns users when links ...	14	2	4
b	UPDATE 1-American Airlines says weather hurt first quarter results	9	8	1
b	Orange Accelerates Cost Cuts to Halt Earnings Drop	8	7	0
t	Intel Unveils New Chromebooks Based on Latest Laptop Processors	9	8	0
b	Tony Hayward Gets His Life Back as Kurdish Pipeline Opens	10	9	0
e	Is Elle Fanning Hollywood 's coolest teen ? Maleficent star is pretty in pastels as ...	16	5	5
e	Jessie J , Ariana Grande and Nicki Minaj premiere raunchy Bang Bang music ...	14	8	4
e	Bron-Yr-Aur cottage sees Led Zeppelin fans because Stairway to Heaven was ...	12	7	5
b	EU Backs State Aid for Bulgarian Banks as Lender Targeted	10	9	0
e	Met Gala streaker tackled by police just feet away from red carpet	12	2	0
e	Schwarzenegger , Stallone , and Gibson lead charge of action heroes from ...	13	3	5
e	All the News That 's Fit to Print -- Unless , of Course , You Are Too Bossy	18	11	5
e	US Broadcast Television Ratings for the Week Ended April 27	10	8	0
b	Gazprom files lawsuit in Stockholm court to recover Ukraine debt	10	3	0
b	UPDATE 2-BNP Paribas CEO tells employees bank facing heavy US penalties	11	15	1
m	Women Who Give Birth Later In Life May Live Longer ( STUDY )	13	15	2
b	AstraZeneca Pipeline Is Lottery Ticket in Pfizer 's Pursuit ( 3 )	12	8	3
b	US STOCKS-Wall St edges down after Fed 's Bullard rate comments	11	12	2
e	Zaki 's Review : Draft Day	6	4	2
e	'Heaven Is For Real ' Film Makes Afterlife Relatable , Accessible To Audiences ...	14	11	6
b	UPDATE 1-Ex-SAC Capital exec 's hedge fund boosts Asian start-up pipeline	11	12	4
t	BlackBerry CEO Chen Unsure If Company Can Be Iconic Again	10	13	0
b	American Airlines says weather hurt first quarter results	8	2	0
b	UPDATE 2-Mortgage battle drives Australian bank margins toward new lows	10	8	1
b	GLOBAL ECONOMY-Asian stimulus boosts factories , euro zone still lags	10	14	2
b	China 's oil rig move leaves Vietnam , others looking vulnerable	11	2	2
b	ECB 's Draghi : banks should take prompt action ahead of health check	13	4	2
m	Special Report : Saudi Arabia takes heat for spread of MERS virus	12	8	1
b	Despite What You May Have Heard , J.C. Penney Is Still In Big Trouble	14	14	3
t	UPDATE 1-Russia postpones launch of new `` Angara '' space rocket	11	8	3
e	'Breaking Bad ' wins Emmy for best drama series	9	3	2
m	Mother left with gaping hole in cheek and no jawbone after Kazakh doctors ...	14	2	3
e	The cream rises .	4	1	1
b	UPDATE 4-BofA reports first quarterly loss since 2011 on lofty legal bill	12	8	1
e	Chris Martin joins The Voice US to help the coaches mentor their singers	13	6	0
b	UPDATE 2-Ousted American Apparel CEO Charney reports 43 pct stake	10	13	1
b	Pound Rises for Fifth Day as Retail-Sales Jump Stokes Rates Bets	11	10	1
t	GM Delayed Recall For Years Despite Thousands Of Complaints , Documents ...	12	11	4
e	CORRECTED-UPDATE 1-US war hero Louis Zamperini , inspiration for ...	10	19	6
e	Katie Couric and Laurie David Are Fed Up : You Are What You Eat	14	12	1
m	' I 'm a size 24 but I 'm healthy ' Woman one of 6m Britons 'in denial ' about being ...	22	4	9
t	Massive Car Orgy Hits New York City	7	7	0
t	REFILE-UPDATE 3-Microsoft targeted in apparent Chinese anti-trust probe	8	14	3
e	Boy , oh boy ! Kristen Stewart and Anne Hathaway dress in drag for new music ...	17	5	5
b	Euro recovers after inflation dip fails to impress	8	1	0
b	BNP Paribas Said to Plan Guilty Plea on June 30 in US Probe	13	12	0
m	Dating using a smartphone app makes you more likely to get an STD	13	4	0
b	Argentina 's Fernandez to make televised address midnight GMT - Telam	11	6	2
e	UPDATE 1- '' Transformers '' crushes `` Tammy '' , `` Evil '' to lead weekend box office	18	9	8
e	'Father Of The Bride 3 ' Will Reportedly Focus On A Gay Wedding	13	11	2
b	Alibaba IPO Runs Counter to Smaller US Sales : Chart of the Day	13	12	1
e	'Guardians Of The Galaxy 2 ' Officially Coming On July 28 , 2017	13	8	3
t	Hyundai Motor cuts fuel economy of new Sonata , says made `` error ''	14	3	3
b	Target Fires Another Exec , This Time Over Canadian Woes	10	9	1
b	'Pings ' were NOT from missing MH370 's black box after all : US Navy official ...	17	9	7
b	Warren Buffett Defends High CEO Pay : It 's Not 'Out Of Whack '	14	13	4
b	Barclays Said to Remove White From Daily Equities Role Amid Suit	11	10	0
e	Emma Stone And Andrew Garfield Use The Paparazzi To Support Charities	11	11	0
b	US Stocks Slide as Twitter Leads Internet Selloff , AIG Sinks	11	12	1
b	Data storage firm Box files for US IPO of about $ 250 million	13	7	1
b	Oil Climbs With Gold on Ukraine Tensions as Euro Falls on Draghi	12	9	0
e	'The chemistry is undeniable ! ' Bachelorette Andi Dorfman gushes about Josh ...	13	5	6
b	Mercedes Plots Tailor-Made C-Class Offerings in Global Push ( 2 )	11	9	4
e	Eurovision 2014 gives Australia a bizarre interval performance	8	2	0
b	PRECIOUS-Gold firm on fund inflows ; China , Ukraine worries support	11	11	3
e	A Dock Collapsed During A Wedding Photo Shoot ... Again	10	9	3
b	JD.com IPO priced above range at $ 19 - underwriters	10	5	3
m	UPDATE 1-UK health authorities say second US MERS case flew via London	12	15	1
t	Facebook Scientist Who Secretly Manipulated People 's Emotions : My Bad	11	9	2
b	Johnson Controls revenue rises 3 pct on China demand	9	3	0
m	Ebola Death Toll In Guinea Rises To 78	8	7	0
t	Daimler bets Smart brand to revive on new models , Renault tie-up	12	3	2
b	South Africa 's NUMSA union says reverting to 15 percent wage demand	12	7	1
t	Brain Injury That Turned Jason Padgett Into Math Genius Suggests Dormant ...	12	11	3
b	UPDATE 3-First annual profit drop in 14 years spurs China Mobile spending on 4G	14	10	1
b	Credit Suisse to Remain a Primary Dealer With New York Fed	11	9	0
t	GM Recalls Buicks in China for Headlight Hazard	8	7	0
e	Diane Sawyer Replaced as 'World News ' Host by David Muir	11	8	2
t	Facebook Oculus Deal Boosts Allure of Virtual-Reality Startups	8	8	1
e	Justin Bieber and Selena Gomez cosy up together at Coachella	10	5	0
e	Nicki Minaj squeezed into LBD for risqué VMAs performance 'knowing it did n't fit ...	15	8	5
b	Bouygues confirms improved offer for Vivendi 's SFR	8	5	1
b	PRECIOUS-Gold recovers from 2-1/2 week low ; fund outflows cloud sentiment	11	9	4
b	Yellen Sees Muted Inflation as Unemployed Keep Wage Pressure Low	10	9	0
b	VMware revenue rises 14 pct on higher cloud software demand	10	2	0
b	Senate Confirms Two Fed Governors , Makes Fischer Vice Chairman	10	9	1
b	Yum Brands ' 1st-qtr restaurant sales in China up 9 percent	11	3	2
t	A Song for the FCC : Do n't Blow Up Net Neutrality	12	10	2
m	L'Oreal Settles US Claims on Anti-Aging Cosmetics Ads	8	10	2
b	Amazon Now Lets You Add To Your Cart By Tweeting	10	10	0
b	UPDATE 1-Developer China Vanke in talks to attract strategic investors	10	9	1
b	Dai-ichi Life to Buy US Protective for $ 5.7 Billion	10	7	3
e	Fresh Off Easter , Peeps Head to Hollywood	8	6	1
b	Seized oil tanker Morning Glory arrives in Libyan capital : witness	11	4	1
e	Selena Gomez 'flipped out ' over texts Kylie Jenner sent to Justin Bieber	13	6	2
e	Avril Lavigne shows off her slim figure in plunging leather bodice in new ...	14	2	3
b	US Stocks Drop on Slowing Factory Data as Biotech Shares Slump	11	10	0
b	UPDATE 2-Pfizer hints at improved Astra offer as CEO heads into political grilling	13	11	1
e	No sign of thawing ! Frozen reaches $ 1.219 billion at the worldwide box office ...	16	2	6
b	UPDATE 5-US judge accepts SAC guilty plea , approves $ 1.2 bln deal	13	11	4
m	Woman Hears For The First Time In Her Life , And Her Reaction Is Pure Magic ...	17	15	4
t	Iliad Maverick Niel Disrupts US Market With T-Mobile Wager	9	11	1
b	UPDATE 3-Independent Scania board members reject bid , VW unfazed	10	10	2
b	UPDATE 8-Brent oil sinks for 7th straight day to a one-month low	12	7	2
m	New York 's last survivor of bubonic plague - which nearly killed him just 12 years ...	17	2	5
b	IBM 's Nine-Quarter Sales Slump Overshadows Cloud Growth	8	10	2
b	Beef Prices Hit Highest Level Since 1987	7	6	0
t	Dating website OKCupid tells users to boycott Mozilla search engine over hiring ...	13	5	3
e	Even Juan Pablo Thinks This Season Of 'The Bachelor ' Has Been A Soap Opera	15	14	2
b	Draghi : Economic Outlook Risks Are on ` Downside '	10	6	3
b	FOREX-Yen , Swiss franc advance as Ukraine concerns dominate	9	8	2
b	FOREX-Dollar struggles on Yellen 's dovish stance , pound at 4-1/2-year high	12	7	6
b	Fitch Affirms Turks and Caicos Islands ' UK Government Guaranteed USD Bond ...	13	13	4
b	FOREX-Dollar restrained near 4-month lows ahead of Yellen 's debut	10	7	3
b	UK Manufacturing Grows at Slowest Pace in a Year	9	7	0
b	Wheat Rebounds From Weekly Slide as US Rain Threatens	9	9	0
b	US STOCKS-Wall St falls , Nasdaq under 50-day moving average	10	11	3
e	'Horrible Bosses 2 ' Trailer Shows A Desperate Trio Just Trying To Turn Up	14	12	2
e	Lindsay Lohan 's 2 Broke Girls cameo brings in season 's lowest ratings	13	4	2
e	Gwyneth Paltrow 'ready to date again ' after split from Chris Martin	12	4	2
b	ACA 's Fourth Birthday : A Good Reason to Celebrate	10	9	2
m	UPDATE 2-Peace Corps pulls volunteers from West Africa due to Ebola	11	11	1
b	UPDATE 4-Deutsche Bank to raise $ 11 bln with help from Qatar	12	9	2
t	Facebook Just Made A Big Change To Privacy Settings	9	9	0
b	UPDATE 3-New York AG slaps Barclays with securities fraud suit	10	11	1
e	Kristen Bell Talks Relationship To Character Veronica Mars ( VIDEO )	11	13	2
b	With OpenTable Deal , Priceline Extends Its Hold on Spendy Travelers	11	10	1
b	US Stocks Rise on Johnson & Johnson , Coca-Cola Results	10	9	3
b	UPDATE 2-FedEx faces US criminal charges over online pharmacies	9	10	1
t	SpaceX making 'progress ' towards Mars colony by 2020 , claims Elon Musk	13	5	3
m	Sixteen being monitored for deadly camel virus MERS after sharing flight with ...	13	5	3
b	FOREX-Euro gets a respite after euro zone inflation data	9	6	1
m	UPDATE 2-West African nations should be prepared for Ebola - WHO expert	12	12	2
b	Fitch Affirms Ukraine 's City of Kyiv at 'CCC '	10	8	3
e	Kim Kardashian and Kanye West 'arrive in Ireland for their honeymoon '	12	5	2
b	GM Appoints Vehicle Safety Chief as Scrutiny Intensifies	8	8	0
e	'Game Of Thrones ' Fans Thought They Spotted A Blooper , But No	13	11	3
b	Fitch : Technical Failures Most Likely Outcome of ECB Stress Test	11	11	1
b	UPDATE 1-Nowotny sees no immediate need for ECB to act	10	10	1
b	Brent Declines as Libya Rebels Say Ports Are Open	9	8	0
t	Powerful computer virus could start emptying bank accounts in a fortnight unless ...	13	1	3
b	SNB : no change to relationship with C. Suisse after guilty plea	12	5	2
e	Segel quit Twitter over burrito backlash	6	2	0
e	Kanye West slams Kim Kardashian 's exes Kris Humphries and Reggie Bush in ...	14	8	4
b	ECB FOCUS-Stronger euro drowns out ECB 's message to keep rates low for ...	14	12	5
t	Google building self-driving cars with no driver seat , steering wheels	11	1	2
b	FOREX-Euro falls to 3-month low on German data , EU election uncertainty	12	9	3
b	FOREX-Dollar awaits Yellen 's testimony , Draghi may check euro 's gains	12	8	4
e	Shailene Woodley Tells It Like It Is : 'Teenagers Are So Smart '	13	11	3
b	The chances of US taxpayers getting audited are at the lowest they 've been ...	15	3	4
b	Japan Posts Record Low Current-Account Surplus in Fiscal '13 ( 2 )	12	8	4
b	Republicans Accuse Census Bureau Of Trying To 'Hide The Effects Of Obamacare '	13	12	2
b	Taiwan 's HTC Q2 profit T $ 2.26 bln , slightly above estimates	13	6	4
b	Too Big to Jail Decisions Hide Behind Closed Doors	9	8	0
e	Nick Cannon spoils 'Dem Babies ' with Disney toys as they celebrate Mariah ...	14	6	5
b	Osborne Picks BOE Deputy as Gender Imbalance Prompts Criticism	9	10	0
m	Oscar Pistorius 's Trial Hears Gun-Toting Athlete Drove Cars Fast	10	10	2
t	Scientists solve the mystery of whether dinosaurs were hot or cold blooded	12	1	0
b	US STOCKS SNAPSHOT-Wall St climbs after China data ; Yahoo jumps	11	20	2
t	Ford Recalls 692487 SUVs , Cars to Fix Non-Firing Air Bags ( 1 )	14	11	4
b	Economy in US Expands More Than Previously Estimated	8	8	0
e	We Have Rihanna And Anna Wintour 's Text Messages , And They 're Amazing	14	11	3
b	Judge Skewers JC Penney For 'Colossal And Abject ' Failure	10	10	2
b	REFILE-UPDATE 1-European car sales up for sixth month as economies recover	11	13	2
b	US STOCKS-Wall St falls , Nasdaq tumbles below 50-day moving average	11	11	3
t	Google 's smart contact lens is coming to an eye near you	12	1	1
b	Fear grips village divided between Russia , Ukraine	8	3	1
b	Puerto Rico agency debt slumps on downgrades , restructuring law	10	2	1
b	WTI , Brent Pare Gains as Iraq Unrest Seen Sparing Crude Supplies	12	12	1
b	Japan makes two more oil payments to Iran-sources	8	2	1
b	UPDATE 4-GameStop shares fall as 2014 forecast disappoints	8	8	1
t	First Photos Of Amazon 's Alleged 3-D Phone Leaked	9	8	2
m	UPDATE 1-Guinea says has contained Ebola outbreak , death toll rises	11	8	2
e	Hello Hamptons ! Khloe Kardashian lands in New York in preparation for filming ...	14	6	4
b	Gold Declines for Second Session on Interest-Rate Outlook	8	7	1
e	Why I 'm Giving It All to the National September 11 Memorial & Museum	14	9	2
t	UPDATE 4-Yahoo to keep more of Alibaba , share half of IPO proceeds	13	11	2
t	Terrible Net Neutrality Plan Will Get A Makeover , Still Be Terrible	12	11	1
b	UPDATE 3-China pushing banks to drop IBM servers in hacking dispute-report	11	10	2
b	PRECIOUS-Gold holds near 4-month low as ECB decision awaited	9	12	2
t	US Video Game Sales Rise 24 % in June on Console Demand	12	9	1
b	Mulberry Chief Executive Guillon quits	5	4	0
t	UN report warns of devastating effects of global warming	9	2	0
b	WRAPUP 1-For Goldman Sachs and Morgan Stanley , boring is beautiful	11	11	2
b	Germany 's Merkel praises Greece , wants joint European response to Putin letter	13	5	2
e	Gareth Edwards Will Direct The First 'Star Wars ' Spinoff	10	9	2
b	ECB 's Constancio Says No Deflation Seen as Recovery Gains	10	10	1
m	Hispanic Dads At A Higher Risk Of Depression After First Child	11	11	0
e	Cannes Film Festival 2014 Lineup Includes Ryan Gosling , Channing Tatum	11	9	1
t	Tech Companies Create Fund To Avoid The Next Heartbleed Bug	10	10	0
b	1 In 10 U.S . Beaches Are So Polluted They 're Not Safe For Swimming , Report Says	18	14	4
b	Air Products Hires Rockwood 's Ghasemi as CEO and Chairman	10	9	1
b	Osborne sells off more Lloyds shares : Chancellor agrees sale of further 7.5 % as ...	16	3	6
m	BRIEF-FDA approves Boehringer 's long-acting COPD drug	7	13	3
b	Pfizer 's Quarterly Sales Disappoint as AstraZeneca Offer Simmers	9	8	1
e	Aus fans welcome Harry Potter update	6	3	0
b	Asian Stocks Drop After Worst Weekly Loss Since 2012 on Crimea	11	9	0
b	US STOCKS-Wall St recedes from record , cyclicals fall	9	10	2
t	The end of emperor penguins ? Birds could face extinction because of melting ...	14	2	4
e	UPDATE 1-Entertainer Rolf Harris tells court of `` sexual chemistry '' with alleged ...	14	9	6
b	IMF 's Vinals backs ECB push to ease ABS restrictions	10	10	1
b	GLOBAL MARKETS-Asian shares wither as Wall Street pulls back	9	16	1
b	RPT-China Construction Bank to get yuan clearing role in London -FT	11	9	2
b	Dollar Snaps Five-Day Losing Stretch Amid Drop in Risk Appetite	10	10	1
b	SolarCity Copies Musk 's 'Gigafactory ' Manufacturing Model	8	7	3
b	South Korea March PMI seasonally adjusted 50.4 vs. 49.8 in February : HSBC ...	14	11	7
e	Zac Efron and Seth Rogan dress in drag on The Tonight Show Starring Jimmy ...	15	9	3
m	California lawmakers reject sugary drink warnings	6	1	0
e	'True Detective ' Creator Spills Major Season 2 Secrets	9	7	2
e	Beyonce goes apartment hunting 'on the sly ' without husband Jay Z amid reports ...	15	3	5
b	GLOBAL MARKETS-World stocks flat , oil and gold edge up on Ukraine , China	14	16	3
e	Harris could lose Australian awards	5	2	0
b	IBM Faces Further Trouble in China	6	7	0
m	UPDATE 2-BioCryst hereditary disorder drug succeeds in trial , shares jump	11	8	2
t	Could Apple finally squash Blackberry ? Deal with IBM to to develop apps and ...	15	7	4
b	UPDATE 1-Eli Lilly to buy Novartis ' animal health unit for $ 5.4 bln	14	9	4
b	UPDATE 1-US to face multibillion-dollar bill from climate change -report	10	8	3
b	Which Banks Are in Holder 's Firing Line ?	9	6	2
b	UPDATE 1-IMF says no need for Ukraine debt restructuring now	10	10	1
e	Mad Men season 7 premiere pulls in just 2.3m viewers	10	2	1
b	Fed Dots Ignored as Investors Focus on Yellen 's Message	10	7	1
t	UPDATE 1-Sony sells more than 7 million Playstation 4 consoles	10	8	1
t	Tesla Breaks Ground as Nevada Takes Lead for New Factory	10	8	0
t	Microsoft Aspirations in China Meets Perilous Climate	7	6	0
b	WTI Crude Falls to 2-Week Low Before Supply Data ; Brent Steady	12	12	2
t	Sprint Beats Sales Estimates Amid Fewer Customer Losses	8	8	0
b	SunTrust Will Pay $ 968 Million to Resolve Mortgage Probes	10	8	1
m	Women using sperm donors 'more likely to get pregnant if man is over 40 '	15	1	2
b	Deutsche Bank Gains Qatar as Holder in $ 11 Billion Share Sale	12	8	1
b	Valeant sees 'unrivaled ' growth in possible Allergan merger	9	2	2
e	Mark Ballas has arm in a sling ahead of Dancing With The Stars finale	14	6	0
e	Here 's a guide to celebrating the 50th anniversary of the 1964 World 's Fair on a ...	18	3	5
b	Relativity Said to Offer $ 1.1 Billion for Maker Studios	10	6	2
b	Southern and Turner to Buy Macho Springs From First Solar	10	8	0
e	What Maureen Dowd and Everyone Needs to Know About Edible Marijuana	11	9	0
b	Alcatel-Lucent swings to Q1 loss on restructuring costs	8	3	1
m	Oscar Pistorius trial : Court hears evidence whether screams were of Reeva ...	13	4	4
e	Amber Heard and Johnny Depp interrupt filming on Black Mass for a steamy ...	14	6	3
b	FOREX-Dollar declines ahead of Friday 's US jobs report	9	9	2
b	Twitter Rallying With Amgen Takes Bite Out of Fed Warning	10	9	0
b	US STOCKS SNAPSHOT-Wall St opens flat with data on tap	10	18	1
b	US STOCKS-Futures drop as Iraq turmoil continues	7	10	1
t	Deutsche Telekom Said to Deem Iliad Offer Non-Competitive	8	8	1
e	Pharrell Williams wins spot on The Voice after Cee Lo Green 's exit	13	7	1
e	10 Happy Ways to Celebrate the International Day of Happiness	10	6	0
